id,content,command_and_control,infection_propagation,secondary_operation,machine_access_control,anti_detection,exfiltration,data_theft,collection,integrity_violation,persistence,destruction,anti_code_analysis,security_degradation,privilege_escalation,availability_violation,anti_behavioral_analysis,discovery
119,When two nearly identical dlls are encoded using the polymorphic scheme there is very little code in common.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,The call graphs are different and key functions have varying number of arguments.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"The polymorphing mechanism also generates, and inserts, unique functions all of which make calls to different floating-point operations – all done just to obfuscate the actual decoding process.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,The sizes of buffers allocated are also randomized to mask their intent.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,14.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,A portion of one of the dynamically generated functions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,What is common is that somewhere along the execution cycle is one extremely large function (over 200 kb in length) where early in a large allocation is made where the un-obfuscated binary will be placed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,The binary is then built from de- obfuscating segments of it that have been dispersed through the ‘.rdata’ section.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"The order, size, and locations of these segments vary from build to build but somewhere near the end of the large function there will be a call to a subfunction that loads the PE image into memory, followed by a call to free the PE image allocation from memory.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Simply halting execution before this function call permits a researcher to extract the reconstructed DLL from memory.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,15.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Here, pausing execution before the call to ‘load_pe_from_memory’ reveals the extracted PE at the memory address pointed to by edx.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"This reconstructed DLL, once loaded, will decode a configuration structure from its ‘.data’ section which contains three important details: the name of the encrypted data file dropped by the VBScript; the AES key used to decrypt the file; and the name of a unique global mutex to hold while running to prevent multiple instances.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,This configuration information is used to load the encrypted file into memory and decrypt it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,This turns out to be yet another dll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"The first ordinal exported by this dll is located and then called, passing in the configuration and the name of the encrypted file on disk as parameters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,16.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,This last dll is the heart of the threat (originally called q5Byo.dll in this instance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,This file contains the true intent of this campaign.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,It is designed as a survey tool.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,"The PE file gathers system information including OS version, computer name, user name, user group membership, the process it is running in, locale ID’s, as well as system drive and volume information.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,All of this is encrypted and then sent to cloud storage via WebDAV.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,17.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,The malware installation chain.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,18.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,WebDAV cloud usage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,WebDAV is a communication standard that allows file management over HTTP or HTTPS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Windows allows WebDAV sessions to be mapped as network resources.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,The use of WebDAV as the communication channel is atypical for most malware samples we see.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"By using a network resource, the actual web traffic originates from the system itself, and not from the process in which the malware resides.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"Additionally, once the resource is established, the malware can transfer files to and from the command and control servers using standard file IO commands.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"All the authentication information for the WebDAV session including the URL, folders, path, user name, and password is stored within this last DLL in another AES-encrypted configuration structure in the binary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"A unique path, username, and password were used for each malware instance we’ve seen in the wild.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,This allows the attackers to uniquely identify every targeted attack and track how successful each phishing campaign is.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Also contained within the configuration structure is information on how to name the survey data on the remote file server.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"The binary reads from its configuration a string on how to generate the remote filename, and a list of extensions to use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"An example would be “_1-7d_0-8s”, [“TIF”, “TAR”, “SIT”] which instructs the binary to generate a filename with 1 to 7 numeric digit characters followed by 0 to 8 ASCII letters with one of the three listed extensions such as “664gher.TAR”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,The survey is then uploaded to the server in a specified folder with the generated name.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Files are compressed using a modified LZMA-compression and encrypted using AES cipher-block-chaining (CBC) before being uploaded to the cloud server.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158,The binary also checks a separate folder on the cloud service designated to contain new configuration information.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"If such a file is present on the server, the malware downloads the new configuration file then deletes it from the server.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,19.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"The cloud storage provider in every case we have seen was the Swedish company CloudMe.com, which offers free and paid WebDAV cloud storage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,The URI model used by the malware is http://webdav.cloudme.com/%username%/CloudDrive/ which is a direct reference to file storage.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,It must be noted that the CloudMe service is not actively spreading the malicious content; the attackers are only using it for storing their files.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,We notified CloudMe.com about the abuse of their services.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Their CEO, Mr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Daniel Arthursson, was none too happy about this, and was very helpful in our further research.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,CloudMe has shared a great deal of log information related to this attack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,These indicate that there are many other accounts (over 100) likely related to this attack system.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"We have no way of verifying this with absolute certainty, but this is what we regard as a high confidence assumption.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,20.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Distribution of logged victim connections towards CloudMe.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,The cloud accounts are not used for one-way communication only.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"The malware also checks configured subfolders for updates; and if these are found they will be downloaded, decrypted and used as appropriate.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"One such case is the franko7046 account, used against the previously mentioned bank CEO.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,In this account there was hidden another encrypted configuration file which the malware downloaded and decrypted.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Above: The configuration file of the depp3353 account.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Password is redacted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,21.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,This is how we found the depp3353 account.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"In this new account there was another surprise waiting for us – a download folder with two new encrypted files, 921.bin and 922.bin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Once decrypted, these turned out to be PE executables.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Downloaded plugins: Cloud persistence.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,The two new executables are plugins - quite similar to each other and obviously compiled on the same setup.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,They are lightweight and intended to pull specific survey information from their target.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,"Of interest, both of the DLLs originally had the same internal name (78wO13YrJ0cB.dll).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Presumably the same PE sanitization script and parameters were used on both.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,None of these plugins contain any means of CnC communication.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Instead, when they are executed they are passed a pointer to a function to use for sending data back home.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Neither are they ever written to disk.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"They are executed in memory only, and once they have completed the memory is freed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"This makes these modules extremely stealthy, flexible and compatible with multiple toolsets independent of what CnC method is being used.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,921.bin retrieves several datapoints about the infected machine: Domain info; a list of running processes with all loaded modules in each; the list of installed software; and a complete hardware profile of the target machine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,922.bin compiles a dirwalk – a complete listing of every file path – of each fixed drive.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,All of this information is exfiltrated back via the same WebDAV connection.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,"This model makes it possible to do the intrusion in steps, with verification stages in between; and the files will not be easily found on affected computers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"Based on the information gathered from these modules, the attackers appear to move to the next stage of their attack by placing more new components on the WebDAV shares.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Information about these uploads is limited by the fact that we do not have the AES keys to decrypt much of the uploaded data, but we have been able to see some upload patterns.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,What we assume to be third-stage plugins appear on the shares as *.bin files of roughly 72kb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"As with other plugins, these are downloaded and deleted from the share in one go.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"However, the next day, another *.bin file of the same size will be uploaded to the share.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,This is a pattern that repeats itself over all live accounts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"It seems that because the plugins exist in memory only, they are injected daily to ensure persistence on victim computers.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,"Our theory is that this malware is a more typical datastealer, and we have observed that after this type of file is planted on the account, encrypted data uploads from compromised users increase.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,22.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,The Sheep and the Wolves.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"Victims of this attack will connect using the Windows WebDAV redirector, and the HTTP request user-agent string will reflect this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"For Windows XP this will typically be “Microsoft-WebDAV-MiniRedir/5.1.2600”, and for Windows 7 a common user-agent is “Microsoft-WebDAV-MiniRedir/6.1.7601”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"Security researchers – and there are a few of them - connect in a variety of ways; first of all, we see a number of connections that are indistinguishable from the way victims connect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,This happens when researchers use lab machines with live internet access to run the malware.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,The only way we can tell these are researchers is because they connect from IP address ranges that are unlikely to be victims; and they also tend to consist of short-lived sessions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Some researchers set up scheduled tasks to scan the shares for new updates and malware.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,We see a few variations of these – one typical configuration is where the requests contain a Python-related user-agent string.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"Attackers, on the other hand, don’t appear to use Windows.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Common across multiple accounts, multiple IP’s, and over time, is that the probable attackers have used a HTTP user-agent of “davfs2/1.4.6 neon/0.29.6”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"We know these are not researchers, because we can see malware files being uploaded by them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"[17/Sep/2014:09:42:38 +0200] ""PUT /white3946/CloudDrive/QxM9C/st/V1oINDJtnqy/1768.bin HTTP/1.0"" 201 0 ""-"" ""davfs2/1.4.6 neon/0.29.6"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Above: Log entry for the account white3946.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,We have been unable to locate the malware that uses this account.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"We have a log fragment in which the attackers uploaded a sequential series of updates (from 1746.bin to 1774.bin) within 1.5 hours on Sept 17th, spread over 27 different accounts and using 27 different IP addresses in the process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,The user-agent string shows that attackers likely have used a client based on the open source davfs2 file system for Linux to mount the WebDAV shares.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,23.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"This client is used when uploading new malware, but also when the attackers scan their shares for new victim updates, in which case the shares are enumerated by requests in a scheduled manner.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,An attacker scans the tem5842 account for updates.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"At intervals, scans hop to new IP addresses.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,The attackers have used a large number of IP addresses to access the shares.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"As mentioned above, there is a rotation scheme in place in which a new IP address will be used after a few minutes of access against CloudMe accounts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"These IP’s are distributed widely over geographical locations and service providers, with a heavy bias towards South Korean ranges.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,24.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Korea 85 Australia 1 China 7 Austria 1 United States 7 Bulgaria 1 Brazil 5 Canada 1 Sweden 3 Denmark 1 Czech Republic 2 France 1 Norway 2 Germany 1 Romania 2 Kuwait 1 Russia 2 Latvia 1 Spain 2 Ukraine 1.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Distribution of attacker IP addresses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"At first we thought these IP’s belonged to some commercial proxy service, particularly since several such proxy services also offer IP rotation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"However, this turned out to be a wrong assumption.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,25.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,PART II: Support infrastructure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,26.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,An embedded device proxy network.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,A superficial examination of the proxy IP addresses that connected to CloudMe showed them to be internet-connected devices of various kinds.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Many were Korean Tera-EP home routers; but there were several other products represented.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,It is believed that the attackers were able to compromise these devices based on poor configurations or default credentials.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,We were able to do some forensic work on a compromised Tera-EP TE-800 device and discovered another dimension of the attacker’s infrastructure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,27.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Router malware.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Under the ramfs mounted partition we found a stripped and statically linked MIPS-el binary named tail-.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Instances of this were also found under the running process list.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,tail- serves as a SOCKS proxy for the attackers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"Each sample of the binary we were able to acquire was configured with a unique 32byte blowfish key and a small, encrypted section appended to the end of the binary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Upon execution the binary uses its hardcoded key to decrypt the configuration section and retrieve the listening port to use for incoming connections.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,This acts as a management interface.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"From here the attackers can request a specific port to be opened as one of the following types: SOCKET, SOCKSS, SOCKAT, SOCKS5, or STATUSPORT.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,To prevent anyone else from accessing this service all communication on the management interface is encrypted using the same blowfish key.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"This means that the attackers must maintain a list of where each of these implants are installed, as well as what port and key each is configured to use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,This setup makes it difficult to identify embedded devices compromised with this malware by scanning open ports.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,In the wild we witnessed the attackers connect to the management port and request SOCKSS connections.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"This would open the specified port and wait for configuration data, which consists of a domain name (webdav.cloudme.com), the destination port, and a variable length RC4 key, all of which encrypted using the blowfish key.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Once received the malware would attempt to connect to the domain name on the specified port and would start tunneling all traffic received from the SOCKSS port to the destination and vise-versa.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,The communication between the attacker and the SOCKSS is encoded using the RC4 key.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,The graphic below illustrates a typical session.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,28.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Additional servers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,The router proxy network provides another layer of indirection masking the attackers’ infrastructure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"However, because we captured traffic through one of these embedded devices we could identify other parts of their operation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,We identified four IP addresses that connected to the proxy malware.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Cloud enumerator: Apparently a rented server at AS34224 NETERRA-AS, Bulgaria.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,This host belongs to a Bulgarian VPS service and would use the router proxy to connect to webdav.cloudme.com.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"This host does all scanning of webdav shares for stolen user data, and also uploads new malware components.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,"Health checker: Apparently a rented server at AS5577 ROOT root SA, Luxembourg.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,This IP would make connections hourly and poll the status of the router proxy malware.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,This machine is most likely used to track which compromised routers are currently available for use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,Unlocker: Apparently a rented server at AS52048 DATACLUB DataClub S.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Latvia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Traffic from this IP had a very specific purpose: It unlocked routers for proxying in connection with the sending of phishing emails.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,In the wild we observed this IP connect to our router on the malware management port and specify a SOCKSS proxy port to be opened.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"Immediately after, the newly opened port would be connected to by another IP and used to send phishing emails with malicious attachments.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"However, later we observed that the Email sender IP at VOLIA vanished and the Unlocker server taking over its role as well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Email sender: An IP at AS25229 VOLIA-AS, Ukraine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Possibly a compromised host.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"After a router SOCKSS port was opened by Unlocker, this IP would connect to the opened port and tunnel its email traffic through the router.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Each of these connections used the correct encryption key, so we know that these accesses came from the attackers and not some opportunistic third party.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,29.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Mail proxies: Through our router monitoring we identified two mail proxies used by the attackers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"We were later notified by Symantec (thanks, guys!) about a third.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"These servers were hosted on domains that were registered by the attackers, using domain names clearly meant to look legitimate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,This is the only time we have seen attackers register domains in this investigation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,The mail proxies were.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,haarmannsi.cz : Spoof of the legitimate domain haarmannsi.com sanygroup.co.uk : Spoof of the legitimate domain sanygroup.com ecolines.es : Spoof of the legitimate domain ecolines.net.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Registrant WHOIS information seems forged.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,haarmannsi.cz name: Sanyi TERRAS address: R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,FREI CANECA 1120 SAO PAULO 01307-003 BR e-mail: sanyi_terras@outlook.com created: 12.06.2014 NS: ns*.frankdomains.com sanygroup.co.uk: name: Alan address: Uddmansgatan 13 Pitea Norrbottenalän 94471 SE created: 06.05.2014 NS: ns*.domains4bitcoins.com ecolines.es: name: Lyisa Almeida address: N/A created: 04.06.2014 NS: ns*.frankdomains.com.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,30.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Observed phishing emails.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,The connections made from the Ukrainian host to the router were interesting.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"After being proxied though the router, each of these would authenticate with one of the dedicated mail proxies and send out phishing attacks.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,From captured traffic it appears that the mail proxies have SOCKSv5 services running on obscure high ports.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,"We have documented that the attackers log in to these using apparently randomly generated usernames and passwords, a unique pair for each server.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,The mail proxy would then relay the spearphishing mail as seen below.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"Above: Captured SMTP session, sending the malicious attachment MQ1474.doc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,This way the attack can be mistaken to come from legitimate businesses and trusted organizations.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,In some cases the organization from which the phishing email originates would appear to be a known associate to the target.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,31.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,The email shown above was one of a number of messages sent to targets in the oil industry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"Investigating the target email addresses, we saw several of these were found in this public document from the World Petroleum Council, including some addresses that are, at the present time, no longer valid.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"And then, the ground shifted again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,32.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,PART III: Attacks on mobile devices.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,33.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"One of the spearphishing mails we observed coming through the router network was this one, sent to an address under the gov.py (Government of Paraguay) domain.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"Get WhatsApp now for your iPhone, Android, BlackBerry or Windows Phone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"There was no executable attachment in this mail, but instead a link shortened by the URL shortener service bit.ly, with the underlying link pointing to an IP address on a Dutch hosting service.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Clicking that link from a Windows PC only yielded a redirection to the BBC homepages, and using other devices did not give more data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"The bit.ly service does however provide information on the user creating the shortened link, and other links associated with this account.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"In this case, the user was named nicolatesla53.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,34.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,The nicolatesla53 bit.ly profile page.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,The nicolatesla53 account was created in July 2014.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,From Oct 24th to Nov 21st this user created nearly 10000 shortened links – we harvested 9990 unique ones.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Three IP addresses were used for these links.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,82.221.100.55 82.221.100.60 94.102.50.60.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,The links themselves were on this format.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,http://server_ip/page/index?id=target_identifier&type2=action_code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"As far as we were able to tell, there were three main types of action_code.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,743 : Serve malware disguised as WhatsApp updates 1024 : Serve malware disguised as Viber updates other : Serve MMS phishing content.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,The code identifies mobile operator and determines which logo will be displayed when the user follows the link.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
